Label,Text
1,carmen whistle and swear they were his fancies or
1,His majesty hath straitly given in charge
1,Her knots disorderd and her wholesome herbs
1,This is a double honour Burgundy
1,Musterd my soldiers gatherd flocks of friends
0,Soon as midnight brought on the dusky hour
0,These be our pastimes in the court of Spaine
1,He never did encounter with Glendower
1,Weret not a shame that whilst you live at jar
1,He made a blushing cital of himself
0,From Heavengate not far founded in view
1,Unless it be whilst some tormenting dream
0,Diseases dire of which a monstrous crew
0,That all was lost Back to the thicket slunk
0,In horrible destruction laid thus low
0,   Sirra confesse and therein play the priest
1,And with my hand at midnight held your head
0,In this abhorred deep to utter woe
0, Wilt please your highness now to send for the knight
1,shalt wear me if thou wear me better and better
1,The times are wild contention like a horse
0,Thine shall submit he over thee shall rule
1,With too much riches it confound itself
1,What answer makes your grace unto my suit
1, smell it upon my life it will do well
1,At the old place my lord in Eastcheap
0,And on their naked limbs the flowery roof
1,was never lost in my house before
1,Trumpets sounded and the coffin laid in the tomb
1, pray thee peace my soul is full of sorrow
0,One Spirit in them ruled and every eye
1,An alarum Reenter   and the rest
1,The trumpet sounds a parley
0,Then all thy saints assembled thou shalt judge
1,And consequently thy rude hand to act
1,For any thing he shall be charged withal
0,Of Doric land or who with Saturn old
1,What fates impose that men must needs abide
0,But if thou think trial unsought may find
1,He prays but faintly and would be denied
0,Whom reason hath equaled force hath made supreme
1,You that are king though he do wear the crown
0,And mortal food as may dispose him best
1, thank thee Clifford say what news with thee
1,between Macedon and Monmouth that the situations
1,What sayest thou to a hare or the melancholy of
0,Will arrogate dominion undeserved
0,Sole victor from the expulsion of his foes
0,Of shrubs and tangling bushes had perplexed
0,But wheres Prince Balthazar to take his leaue
1,For Gods sake take away this captive scold
0,When to my sorrow  haue been ashamed
0, Thanks good Master Doctor  and for  see your courteous
1,The flattering index of a direful pageant
0,Thither full fraught with mischievous revenge
0, did not slumber therefore twas no dreame
0,And melt the Corsicke rockes with ruthfull teares
1,We are my lord and come to have the warrant
1,And thus  prophesy that many a thousand
1,Thus will  drown your exclamations
1,King Henry the Fifth too famous to live long
1,Than keep in peace that hand which thou dost hold
1,In three divided and his coffers sound
1,thou layest the plot how
1,Now in good time here comes the Duke of York
0,Whom faithful Abraham due time shall call
0,The sentence of their conqueror This is now
0,Ninefold and gates of burning adamant
1,We have sent forth already
1,so both the degrees prevent my curses Boy
1,That you foresee not what impediments
1,Unsheathe your sword good father cry Saint George
1,Did flesh his puny sword in Frenchmens blood
1,Vive le roi as  have bankd their towns
1,terrible to the enemy as it is  were better to be
1,Let not tomorrow then ensue today
1,My reasonable part produces reason
1,The king is come deal mildly with his youth
0,But they are plact in those imperiall heights
1,they purpose their services Besides there is no
1,And over the chair of state where now he sits
1,Hath Butler brought those horses from the sheriff
0,And might seeme partiall in this difference
1,And give him burial in his fathers grave
0,Our being ordained to govern not to serve
0,Thunder and lightning
1,The present benefit which  possess
1,Whose high upreared and abutting fronts
1,Shall   rare By the Lord Ill be a brave judge
1,Did all the chivalry of England move
1,Look to my chattels and my movables
1,First to do greetings to thy royal person
0, Thou traitor Faustus  arrest thy soul
0,Betwixt the crownes of Spaine and Portingale
1,comes that says he that takes upon him not to
0,To darken all the hill and smoke to roll
1,Look to that devil lest that France repent
1,Ill answer thee in any fair degree
1,From all the slaughters wretch that thou hast done
0,Glory they sung to the Most High good will
1,Ay for if Edward repossess the crown
0,Hell and this world one realm one continent
0,Of that inflamed sea he stood and called
1,me twas no longer ago than Wednesday last 
1,And come  will go get a leaf of brass
1,And in good time here the lieutenant comes
1,o nights and begin to patch up thine old body for heaven
0,alter valorem rei c
1,My sight is very dull whateer it bodes
1,An if it please thee why assure thee Lucius
1,With all my heart and much it joys me too
1,He fires the proud tops of the eastern pines
1,Whose father bears the title of a king
1,You would say it hath been all in all his study
1,And thats the wavering commons for their love
1,Speak citizens for England whos your king
0,When the great ensign of Messiah blazed
0,Gravely in doubt whether to hold them wise
0,That with reiterated crimes he might
0,Vernal delight and joy able to drive
0,Leave cold the night how we his gathered beams
1,Hath sullied all his gloss of former honour
0,Or east or west which had forbid the snow
1,Hath made the wizard famous in his death
1,Brave followers yonder stands the thorny wood
0,Not that I so affirm though so it seem
1,May not be punishd with my thwarting stars
0,Thus elmes by vines are compast till they fall
1,For many carriages he hath dispatchd
1,Lord Hastings will not yield to our complots
1,the very extremest inch of possibility  have
0,The matin trumpet sung In arms they stood
1,calling Look to the guests within
0,Our knowledge and the scale of nature set
1,By your own counsel is suppressd and killd
1,Honour hath no skill in surgery then no What is
0,By which to heavenly love thou mayest ascend
1,Marcus even thou hast struck upon my crest
1, go my lord in heart desiring still
0,His daring foe at this prevention more
1,Mine issue of your blood upon your daughter
0,Of Theologians but with keen dispatch
1, is it so But why commands the king
0,Which two great sexes animate the world
0,Argue thy inexperience what behooves
1,Because sweet flowers are slow and weeds make haste
0,Then herbs of every leaf that sudden flowered
1,Sit fas aut nefas till  find the stream
1,And he that will not follow Bourbon now
0,Some advantageous act may be achieved
1,And never look upon thy face again
1,Be barrd his entrance here
0,See ViceRoy he hath bitten foorth his tung
1,And none of you will bid the winter come
0,But thou hast promised from us two a race
1,soldest him on GoodFriday last for a cup of Madeira
0,Thy terms too hard by which I was to hold
0,But welcome are to you the best we haue
0,Whose fellowship therefore unmeet for thee
1,Drums and trumpets sounded Enter  and  After them two Men bearing a coffin covered with black then  and  After them   and then  with     and other Goths prisoners Soldiers and people following The Bearers set down the coffin and  speaks
1,Let it alone Ill make other shift youll be a
1,There is no need of any such redress
1,His horse is slain and all on foot he fights
1,That thou mightst repossess the crown in peace
1,and you took it like a sensible lord  have
0,And bring with him his beauteous paramour
1,Into his ruind ears and thus deliver
0,From innocence Now therefore bend thine ear
1,By all the blood that ever fury breathed
1,Well struck in years fair and not jealous
0,Of noous efficacy and when to join
0,To sit in hateful office here confined
1,The news  have to tell your majesty
0,Wouldst easily detect what I conceal
1,From France to England there to live in peace
1,Spring crestless yeomen from so deep a root
1, have informd his highness so at large
1,And stop this gap of breath with fulsome dust
1,Be guilty of the stealing that sweet breath
1,Have lost or do not learn for want of time
1,The air a charterd libertine is still
1, feel such sharp dissension in my breast
1,That none so small advantage shall step forth
1,Though you and all the rest so grossly led
1,And huggd me in his arm and kindly kissd my cheek
0,Knock at the dismall gates of Plutos court
1, faith and thou followedst him like a church
1,Where heaven He knows how we shall answer him
0,an honester man then either thou or he
1,great ones Put me a caliver into Warts hand Bardolph
1,For lo within a ken our army lies
1,This is the cause that  poor Margaret
1,It is the worst and all my lord he writes
1,That rise thus nimbly by a true kings fall
0,In six thou seest and what if seventh to these
0,Him on this side Euphrates yet residing
1,But what said Warwick to these injuries
1,Nor men nor money hath he to make war
1,it illumineth the face which as a beacon gives
0,From dust Spite then with spite is best repaid
0,In keeping on my way to Plutos court
0,Of iron globes which on the victor host
1,In Richards time and posted day and night
1, did never know so full a voice issue from so
1,Why my horse my love my horse
0,  Were this in earnest Belimperia
1,ill venture it come unluckily home  break and
1,And then  stole all courtesy from heaven
1,For that my sovereign liege was in my debt
0,Know then that after Lucifer from Heaven
1,scruple or indeed a scruple itself
0,                                          There then pause
1,Were piety in thine it is in these
1, would not have believed himno tongue but Huberts
1,Why tis a gull a fool a rogue that now and then
1,Cuts off the ceremonious vows of love
0,To whom thus Eve replied Oh thou for whom
0,See Father what firstfruits on earth are sprung
1,Ill tell you what my cousin Buckingham
1,for the nonce to immask our noted outward garments
1,But ere  go Hastings and Montague
1,Well put thee down gainst whom these arms we bear
0,Thrown on them as a shelter from his ire
0,His stature and upright with front serene
1,Answerd neglectingly  know not what
0, place more priuate fits this princely mood
0,Pretending so commanded to consult
0,Aloof the vulgar constellations thick
0,To gird their waist vain covering if to hide
1,And there will we be too ere it be long
1,And calld them blind and dusky spectacles
1,But Titus  have touched thee to the quick
1, clipwingd griffin and a moulten raven
0,My judgments how with mankind I proceed
1,The envious slanders of her false accusers
0,Intreat me not  Goe take the traitor hence
1,Your friends are up and buckle on their armour
1,Enter the Thieves again
0,Nor shall  longer dally with the world
0,Forbid who will none shall from me withhold
1,Gloucester and Buckingham
0,To know ye right or if ye know yourselves
0,Gazed hot and of the fresh wave largely drew
1,To be the father unto many sons
1,Nephew what means this passionate discourse
0,His flight precipitant and winds with ease
1,God forgive my sins and pardon thee
1,deal with my master he hath learnt me so much fence already
0,  Tush tush my lord  let goe these ambages
1,Help not all yet do they ease the heart
1,But if you ever chance to have a child
0,Not to do only but to will the same
1,There stands the castle by yon tuft of trees
1,Edward and Richard like a brace of greyhounds
1,Gentle Lavinia let me kiss thy lips
1,For good King Henry thy decay  fear
0,Over the which four stately bridges lean
1,Married in league coupled and linked together
1,As witting  no other comfort have
1,Enter   behind
0,And more then common loue you lend to vs
1,Her sceptre so fantastically borne
0,Worse then can man with beast and least of all
1, sacred receptacle of my joys
1,But kings and mightiest potentates must die
0,Hath been the cause and wonderful to hear
0,Thus far his bold discourse without control
0,For thy conueniance in Andreas love
0,And  myselfe in an oration
0,Both menacing alike with daring showes
1,Shall we hear from thee Tyrrel ere we sleep
1,Obedience for so work the honeybees
1,Under the sweet shade of your government
1,That long have frownd upon their enmity
1,He is not lolling on a lewd daybed
1,Blood and revenge are hammering in my head
0,She fair divinely fair fit love for Gods
1,to the which course if  be enforced if you do not
0,Matter to me of glory whom their hate
0,Perpetual day or let this hour be but
1,Where shall it find a harbour in the earth
0,Then from the mountain hewing timber tall
0,His secrets to be scanned by them who ought
0,From flight seditious angel to receive
1,Than if the earl were here for men must think
1,And Somerset with Oxford fled to her
1,He you not hurt i the groin methought a made a
0,Nor less think we in Heaven of thee on Earth
0,Tell if ye saw how I came thus how here
1,Unless the Dauphin be in presence here
1,And long live Henry fourth of that name
1,No it is not possible you should love the enemy of
1,Shall  content this chair shall be my state
1, shall remember more Bid himah what
1,Methinks  should revive the soldiers hearts
0,By act of grace my former state how soon
1, put you oer to heaven and to my mother
0,come down with a vengeance
1, pray thee Jack be quiet the rascals gone
0,Toward the four winds four speedy cherubim
1,Uncle  needs must pray that thou mayst lose
1,Of great Northumberland whose bosom burns
1,Why yet he doth deny his prisoners
0,To be created like to us though less
1,They hang their heads
1,Warwick and Talbot Salisbury and Gloucester
1,Should not become my wife and Englands queen
0,And on methought alone I passed through ways
1,No Ill be sworn unless you call three fingers on
1,Nor more shall trenching war channel her fields
0,So spake the grisly terror and in shape
1,Tomorrow in the battle think on me
1,Shall witness live in brass of this days work
1, prithee good Prince Hal help me to my horse
1,Bardolph if your majesty know the man his face is
1,Apt liable to be employd in danger
1,Thieves are not judged but they are by to hear
1,Let me be blessed for the peace  make
0,In presence of the Almighty Father pleased
0,Where sceptered angels held their residence
0,Army against army numberless to raise
0,Apostate still thou errest nor end wilt find
0,Is doubtful that he never will is sure
0,Desirous to resign and render back
1,Drive them from Orleans and be immortalized
0,If true here only and of delicious taste
0,But thy desert in conquering Rhodes is lesse
1,cannot one bear with anothers confirmities What
1,Give me a staff of honour for mine age
0,Reape long repentance for his murderous deedâ€”
1,And by their vehement instigation
0,But for reward and hope to be preferd
1,My brother Gloucester plain wellmeaning soul
1,The oldest sins the newest kind of ways
0,For seasons and for days and circling years
0,Their stops and chords was seen his volant touch
0,So Satan spake and him Beelzebub
1,Between two girls which hath the merriest eye
1,How scapes he agues in the devils name
1,Sword is an oath and oaths must have their course
1,liberte le franchisement
1,Kingd of our fears until our fears resolved
0,Wild work in Heaven and dangerous to the main
0,Wars hitherto the only argument
1,He whispers in his ear
1,Meantime your cheeks do counterfeit our roses
0,Dwelt from eternity dwelt then in thee
1, couching lion and a ramping cat
0,But all that fair and good in thy divine
0,  Your melancholly sister since the newes
1,Shell be a soldier too shell to the wars
1,Shall all thy mothers hopes lie in one tomb
1,You do him injury to scorn his corse
1, womans general what should we fear
1,Item Sack two gallons s d
1,good prey of us if he knew of it for there is
1,That hand which for thy love did kill thy love
0,  Yet speak the truth and  will guerdon thee
1,French march Enter  and forces
1,Thou shalt stand cursed and excommunicate
0,Oh sovereign virtuous precious of all trees
1,Brandish your crystal tresses in the sky
0, Valdes as resolute am  in this
1,Vouchsafe defused infection of a man
1,Break off the parley for scarce  can refrain
0,Or not restrained as we or not obeying
1, polishd perturbation golden care
1, that the living Harry had the temper
1,In brieffor so the season bids us be
1,Shall be accomplishd without contradiction
1, must inform you of a dismal fight
0,Yet by experience taught we know how good
1,In thunder and in earthquake like a Jove
1,He was a king blessd of the King of kings
1,Too true and bought his climbing very dear
1,  Windsor castle
1,Thy tears would wash this cold congealed blood
1,In deputation left behind him here
1, negligent and heedless discipline
1,Why or for what these nobles were committed
1,And once again bestride our foaming steeds
1,Your fathers wife did after wedlock bear him
1,Or by the father there were none at all
1,It is the Count Melun
0,Of some great admiral were but a wand
1,shalt have a licence to kill for a hundred lacking
0,No despicable gift surmise not then
0,â€”Here they are my gracious lord
0,And with persuasive accent thus began
1,Brother we shall Go uncle Exeter
1,Defy him by the Lord of Westmoreland
1,a bade me lay more clothes on his feet  put my
1,My breast can better brook thy daggers point
1,And tell the pleasant prince this mock of his
1,When subtle Greeks surprised King Priams Troy
1,Speak then prince Dauphin can you love this lady
1,Drums flourish and colours Enter    the       and Soldiers
1,Tut when struckst thou one blow in the field
1,The midwife and the nurse well made away
0,With his own folly that be from thee far
1,room where they supped is too hot theyll come in straight
1,That gnaws the bowels of the commonwealth
1,And yet we have but trivial argument
1,Still live they and for ever may they last
1,Ist Cade that  have slain that monstrous traitor
1,Here may his head lie on my throbbing breast
1,An outward honour for an inward toil
1,In war was never lion raged more fierce
1,Enter a Beadle with whips
1,With patience noble lord as prisoners must
0,Forget nor from thy Fathers praise disjoin
1,Well quickly hoise Duke Humphrey from his seat
0,Abolish his own works This would surpass
1,And plodded like a man for workingdays
0,So much delights me as those graceful acts
0,Or in Dodona and through all the bounds
1,Whose soul is that which takes her heavy leave
0,Now may  make compare twixt hers and this
1,Bear hence his body  will help to bury it
1,Believe me noble lord
0,Retires or Bactrin Sophi from the horns
0,Of sleep which instantly fell on me called
0,Their nature also to thy nature join
1,Well here is my leg
1,heart and my duty and my life and my living and
1,Nor doth he dedicate one jot of colour
1,Nay that a did not
0,Since Uriel regent of the sun descried
1,An alarum excursions Enter  and a Captain
0,But God who oft descends to visit men
0,Some tree whose broad smooth leaves together sewed
0,She both will wrong her owne estate and ours
0,To us perhaps he brings and will vouchsafe
1,So long as hell and Richard likes of it
1,That from his loins no hopeful branch may spring
0,And that we may prefixe a certaine time
1,With mine own tongue deny my sacred state
1,We will our youth lead on to higher fields
0,Hell and the gulf between and Satan there
1,That excellent grand tyrant of the earth
1,The name of hardiness and policy
1,More than the nature of a brothers love
1,There was not such a gracious creature born
1,For at their hands  have deserved no pity
1,Drown the lamenting fool in seasalt tears
1,Black fearful comfortless and horrible
0,Climbing sat thicker than the snaky locks
1,Mortal revenge upon these traitorous Goths
0,Giues him more golde
0,Hovering and blazing with delusive light
1,You are as well provided of both as any prince in the world
1,Have struck more terror to the soul of Richard
0,Rocks dens and caves But I in none of these
0, How now whos that which snatched the meat from me will
0,But rise let us no more contend nor blame
0,Admonished by his ear and straight was known
1,with a knife a was so forlorn that his
1,Help grandsire help my aunt Lavinia
0,Warriors the flower of Heaven once yours now lost
0,Such pleasure took the Serpent to behold
0,And deaths the worst of resultion
1,His time is spent our pilgrimage must be
1, can add colours to the chameleon
1,Go fetch them hither to us presently
1,You judge it straight a thing impossible
1,Whose tongue more poisons than the adders tooth
0,All are not of thy train there be who faith
1, plaguing mischief light on Charles and thee
1,Revenge ye heavens for old Andronicus
1,Weary of solid firmness melt itself
1,Having bought love with such a bloody spoil
1,Enter another Citizen
1, from the orient to the drooping west
0,Crooked by nature bent as now appears
0,Even he who now foretold his fatal bruise
0,          Signior
0,Doing or suffering but of this be sure
1,In general journeybated and brought low
0,Ethereal Virtues or these titles now
0,Matchless but with the Almighty and that strife
0,But by deceit and lies This let him know
1,And with a virtuous vizard hide foul guile
1,But say  pray what nobleman is that
0,Now in his mouth he carries pleasing words
0, Ah Christ my Saviour
1,Where fathomline could never touch the ground
1,Titus Andronicus my lord the emperor
1,Of hoarding abbots imprisoned angels
1,Sound trumpets Enter         and  the      and  under guard
0,And from rebellion shall derive his name
0,Upon her center poised when on a day
0,Whereby whole cities have escapd the plague
1,And ripens in the sunshine of his favour
1,Met him in boroughs cities villages
1,In that respect then like a loving child
1,Like youthful steers unyoked they take their courses
0,But to the cross he nails thy enemies
1,That we are those which chased you from the field
1,And be inheritor of thy desire
0,  aside   wonder that his lordship staies so long
0,Likest to thee in shape and countenance bright
0,Precedence none whose portion is so small
1,That he should come about your royal person
0,Extracted for this cause he shall forego
0,Command me absolutely not to go
1,Ill slay more gazers than the basilisk
1,Show me a villain that hath done a rape
0,That brought them forth but hid their causes deep
0,As not secure to single or combined
1,When Clifford cannot spare his friends an oath
0,Floats as they pass fanned with unnumbered plumes
1,If ever any grudge were lodged between us
1,The princely Warwick and the Nevils all
1,Is my kinsman whom the king hath wrongd
1,mightest as well have known all our names as thus to
1,with me last night who if alive and ever dare to
1,Come let us go and make thy father blind
1,Lord George your brother Norfolk and myself
1,Another king they grow like Hydras heads
1,The mounting Bolingbroke ascends my throne
1,The treasury of everlasting joy
1,Therefore great lords be as your titles witness
1,My Lord of Oxford you Sir William Brandon
0,Raise out of friendship hostile deeds in peace
1,By most mechanical and dirty hand
1,By strangling thee in her accursed womb
0,With inward consolations recompensed
1,And let it be mine honour good my lord
0,Needs must the Serpent now his capital bruise
0,Came prologue and apology too prompt
1, know not Marcus but  know it is
1,Exeunt     c
1,Is numbering sands and drinking oceans dry
0,They gathered broad as Amazonian targe
0,The dank and rising on stiff pennons tower
0,Whom else no creature can behold on thee
1,Then all too late comes counsel to be heard
0,Hide their diminished heads to thee I call
1,mines the Duke of Gloucester would speak with you
1,list of a countrys fashion we are the makers of
0,In those who when they may accept not grace
1,As high in the air as this unthankful king
1, shall deliver so Thanks to your highness
1,Is to become her husband and her father
1,To your good prayers will scarcely say amen
1,therefore let men take heed of their company 
1,No more no more worse than the sun in March
1, monstrous eleven buckram men grown out of two
0,Heaven witness thou anon while we discharge
0,But more desire to hear if thou consent
1,Ill be your father and your brother too
1,Are heavy orisons gainst this poor wretch
1,Edward and Clarence  what cause have 
0,His famine should be filled and blessed his maw
0,It was Horatio our knightmarshalls sonne
1,courageous Feeble thou wilt be as valiant as the
0,Followed with acclamation and the sound
0,His free will to her own inclining left
0,So shall we sooner finde the practise out
0,Live in what state condition or degree
1,Broachd with the steely point of Cliffords lance
1,If the cook help to make the gluttony you help to
1,By so much shall  falsify mens hopes
1,God knows in anguish pain and agony
1,And frame my face to all occasions
1,And not be tied unto his brothers will
1,No more than when my daughters call thee mother
1,Show me a thousand that have done thee wrong
0,Of servitude to serve whom God ordains
0,Dark waste and wild under the frown of Night
1,Hold Peter hold  confess  confess treason
1,rough a course to come by her own
1,Desires to be admitted to your presence
1,Today as  came by  called there
1,My lovely Aaron wherefore lookst thou sad
1, see thou art not for my company
1, crown for York and lords bow low to him
1,And when  spy advantage claim the crown
1,you shall be a woodmonger and buy nothing of me but
1,Will have a wild trick of his ancestors
1,court in the morning That same mad fellow of the
1,command you in his highness name to repair to
1,We will my noble lord
1,Your oath my lord is vain and frivolous
1,Comets importing change of times and states
1,Are you not ashamed to enforce a poor widow to so
1,Monmouth it is called Wye at Monmouth but it is
0,To heare Horatio plead with Radamant
0,To love or not in this we stand or fall
0, Bear witness  give them you again
0,A goodly tree far distant to behold
0,                  Thats enough
1,His hand to wield a sceptre and himself
1,Which  protest hath very much beguiled
1,reputation Come shall we to this gear
1,If thy revengeful heart cannot forgive
0,Turned him all ear to hear new utterance flow
1,Yet whether you accept our suit or no
1,which rolls and rolls and rolls in good truth
0, Monarch of Hell under whose black survey
1, plague upon them wherefore should  curse them
1,And that so lamely and unfashionable
0,The paths of righteousness how much more safe
1,By the mass lad thou sayest true it is like we
1,Lord Lord methought what pain it was to drown
1,Then give me leave to go
0,And from these corporal nutriments perhaps
1,a good house and for his ransom he will give you
1,In stiff unwieldy arms against thy crown
0,Tell me are there many heavens above the moon
1,Clarence and Gloucester love my lovely queen
1,Opens his vasty jaws and on your head
1,France cannot tell vat is baiser en Anglish
1,The thricevictorious Lord of Falconbridge
1,Succeed before the younger  am king
0,Peor his other name when he enticed
0,Go beare his body hence that we may mourne
1,The perdition of th athversary hath been very
1,Enter young   and the 
0,Hail Mother of Mankind whose fruitful womb
1,Or if of grief being altogether had
0,Considered all things visible in Heaven
1,Will fortune never come with both hands full
1,Knowst thou Fluellen
1,Yes master clear as day  thank God and
1,That could have better sewd than Philomel
1,Enter   and 
1,And  with him and many moe with me
1,How bloodily the sun begins to peer
1,No Titus no the emperor needs her not
0,Clad in the beauty of a thousand stars
1,unlooked for and theres an end
1, pleasing cordial princely Buckingham
1,Make us partakers of a little gain
1,What treasure uncle
1,What shall we suffer this lets pluck him down
1,We here create you Earl of Shrewsbury
1,Whose humble means match not his haughty mind
1,And thy unkindness be like crooked age
0,In courts of kings where state is overturnd
1, speak not to that railing Hecate
0,And chaos ancestors of nature hold
1,And many giddy people flock to him
1,Then Saunder sit there the lyingest knave in
0,In some delightfull sports and reuelling
0,Then when I am thy captive talk of chains
1,Were enough noble to be upright judge
1,Your goodworship is welcome
0,Held dalliance with his fair Egyptian spouse
1,Be well advised tell oer thy tale again
0, And so  will my lord and whilst  live rest
0,One only thing is vneffected yet
1,look your grace has struck the glove which your
0,But cloud instead and everduring dark
1,But give your pigeons to the emperor
1,Fond man remember that thou hast a wife
0,Impendent raging into sudden flame
0,By prayer the offended Deity to appease
0,Lament not Eve but patiently resign
1,Why thus it shall become
1,Fear her not Lucius somewhat doth she mean
1,Lo this is allnay yet depart not so
1,Give up thy staff Henry will to himself
1,Good lords although my will to give is living
1,Exeunt Gaolers bearing out the body of 
0,Thy thunders magnified but to create
1,Pardon is all the suit  have in hand
1,flow like the sea being governed as the sea is
1,Catesby oerlook the walls
1,Doth by the idle comments that it makes
1,With them Sir Thomas Vaughan prisoners
1,  Another part of the field
1,The king my brother shall have note of this
0,Soliciting for iustice and reuenge
1,And as we hear march on to fight with us
0,The bright shining of whose glorious acts
1,stand still it is shame by my hand and there is
1,Thou seekst the greatness that will oerwhelm thee
0,The grassy clods now calved now half appeared
0,Be still conceald from Belimperia
1,That daughter there of Spain the Lady Blanch
1,Wherewith  reignd  hardly yet have learnd
0,To serve him better Wise are all his ways
0,Our minds and teach us to cast off this yoke
1,Whose leisure  have stayd have given him time
0,If we say that we have no sin we deceive ourselves and
1,To speak unto this city what say you
0, frolike with the Duke of Castilles sonne
0,And at nine monethes end creepes foorth to light
1,No longer than we well could wash our hands
1,have before gored the gentle bosom of peace with
1,But that we enter as into our dukedom
1,Do you not read some tokens of my son
1,The language  have learnd these forty years
1,roaring of a lions whelp
1,His daughter first and then in sequel all
1,If thou that bidst me be content wert grim
0,To find who might direct his wandering flight
1,a hair and Ill be sworn my pocket was picked Go
1,Bishop of Exeter his brother there
1,The French advised by good intelligence
0,Would thunder in my ears no fear of worse
1,And there is my Lord of Worcester and a head
0,Of Paradise dear bought with lasting woes
1,Swore him assistance and performd it too
1,Or if it be tis with false sorrows eye
0,A gentle wafting to immortal life
1,Ascribes the glory of his conquest got
1,Heard ye not what an humble suppliant
1,Here Hastings  will never more remember
1,And in the end being rescued  have seen
0,But sir then you think this shalbe the place
1,And craves to kiss your hand and take his leave
0,The causey to Hellgate On either side
1,one theyll find linen enough on every hedge
1,Oft have  heard that grief softens the mind
1,God save thy grace King Hal my royal Hal
0,that is thirty meals aday and ten beversâ€”a small trifle
1,And our supplies live largely in the hope
1,This in our foresaid holy fathers name
1,This deadly quarrel daily doth beget
0,Likening his Maker to the grazed ox
0,Because thou hast done this thou art accursed
0,  Wel what of him
1,wraths and his cholers and his moods and his
1, think  should have told your graces tale
1,Undoing all as all had never been
1,See justice done on Aaron that damnd Moor
1,Speak Pucelle and enchant him with thy words
0,Through all the Empyrean Down they fell
1,Meet me within this hour at Baynards Castle
0,That Belimperias letter was not fainde
1,Which with her dowry shall be counterpoised
1,Since  have set my friends at peace on earth
0,Sufficient to have stood though free to fall
1,And hath bereft thee of thy life too late
0,In vision beatific by him first
1,With Henrys death the English circle ends
1,Second Servingman And so will 
0,Him God beholding from his prospect high
1,Whither my lord from bought and sold Lord Talbot
0,Tell meâ€”and loke thou tell me truely tooâ€”
1,Nay stay lets hear the orisons he makes
1,Alarums Enter   and 
1, not today think not upon the fault
0,Their penance laden with fair fruit like that
1,To line his enterprise but if you go
1,Salisbury and Warwick are no simple peers
1,He tells us Arthur is deceased tonight
1, will not reason what is meant hereby
1,Up with my tent there Valiant gentlemen
1,throat cut like a calf
0,To battle in the clouds before each van
1, am their fathers mother  will see them
1,  The English camp at Agincourt
1,Make way unruly woman
0, That was the cause but yet per accidens
1,If so thou thinkst vex him with eager words
0,For in the late conflict with Portingale
0,A bough of fairest fruit that downy smiled
1, God what mischiefs work the wicked ones
1,Have wrought the easymelting king like wax
0,Adam by this from the cold sudden damp
0,Long struggling underneath ere they could wind
1,And twixt his finger and his thumb he held
1, pluck this pale and maiden blossom here
1,Nor when thy warlike father like a child
1,My brother might not claim him nor your father
1,Enter     and 
0,Number sufficient to possess her realms
1,If  thought that  tell thee homicide
1,Have  deserved at your highness hands
1,But give them to his master for a present
0,The heavens and all the constellations rung
1,Peace ye fatkidneyed rascal what a brawling dost
0,A lazarhouse it seemed wherein were laid
1,The mettle of your pasture let us swear
1,With Charles Alencon and that traitorous rout
1,And in that very line Harry standest thou
1,your town and things called whips
1,Fellows in arms and my most loving friends
1,and so would  All the gentlewomen here have
1,As much as ever Coriolanus did
1,But most himself if he could see his shame
0,You know my lord  slew him for your sake
0, The miracles that magic will perform
1,Thy leg a stick compared with this truncheon
1,That none of you may live your natural age
1,And lay aside my high bloods royalty
0,Symphonious of ten thousand harps that tuned
0,My covenant in the Womans seed renewed
0,Stored in each orb perhaps with some that live
0,Twixt day and night and now from end to end
1,With God preserve the good Duke Humphrey
1,Forbear awhile well hear a little more
1,Come come you she knighterrant come
0,That scorned his indignation Through the gate
1,Deep malice makes too deep incision
0,Their corners when with bluster to confound
1,And me my lord grant me the combat too
1, the devil take such cozeners God forgive me
0,Filial obedience as a sacrifice
0,Those thoughts that do dissuade me from my vow
1,Tell him in hope hell prove a widower shortly
0,Hath finished half his journey and scarce begins
1,If ever Bassianus Caesars son
0,And in her pale dominion checks the night
1,purse borrowing only lingers and lingers it out
0,Away with such vain fancies and despair
0,Yours be the advantage all mine the revenge
1,And if they fall they dash themselves to pieces
1, thank my liege that in regard of me
1, no wherein Lord Talbot was oerthrown
1,Henceforth we banish thee on pain of death
1,If they did kill thy husband then be joyful
1,Do this and purchase us thy lasting friends
1,Husband  cannot pray that thou mayst win
1,In Gods name lead your kings name be obeyd
1,Which in their summer beauty kissd each other
1, do not like these several councils 
1,Drummer strike up and let us march away
1, let me pray before  take my death
0,mourning after his brothers body and the  
0,First Father called by thee I come thy guide
1, would be sorry my lord but it should be thus 
1,He is enfranchised and come to light
0,Shadow from body opaque can fall and the air
1,Where never mans eye may behold my body
0,Our pleasant task enjoined but till more hands
1,And whatsoever cunning fiend it was
1,Our title to the crown and only claim
1,Out on thee rude man thou dost shame thy mother
1,And turn again unto the warlike French
0,But opposite in leveled west was set
1,This day all things begun come to ill end
1,Enter Sir William 
1,What counsel give you in this weighty cause
1,The prince hath taen it hence go seek him out
1,Come Suffolk  must waft thee to thy death
1,Farewell Yorks wife and queen of sad mischance
1,As doth the blushing discontented sun
1,But that my hearts on future mischief set
1,Either to be restored to my blood
1,So proudly as if he disdaind the ground
1,And in his simple show he harbours treason
1,Buckingham  prithee pardon me
